time,car,coolant_temp,intake_air_temp,intake_air_flow_speed,battery_percentage,battery_voltage,current_draw,speed,engine_vibration_amplitude,throttle_pos,tire_pressure_1_1,tire_pressure_1_2,tire_pressure_2_1,tire_pressure_2_2,accelerometer_1_1_value,accelerometer_1_2_value,accelerometer_2_1_value,accelerometer_2_2_value,control_unit_firmware
1567606196,car36,44.6164,37.088932,162.68106,0.7098279,236.78622,18.024792,37.505177,3750.5176,0.63886493,30,31,34,34,0.27040082,0.10201651,0.7156013,0.45067388,2000
1567606196,car37,53.983017,37.34356,139.00575,0.6580845,232.64676,27.310776,34.36673,3436.6729,0.84414345,33,30,30,33,0.35873294,0.079755366,0.5499959,0.7029074,2000
1567606196,car38,42.741318,35.817,9.914387,0.62089866,229.67189,5.8765283,3.2766476,327.66476,0.16634142,33,33,33,31,2.778019,2.4485388,2.725485,2.6629772,2000
1567606196,car39,36.342827,26.94403,139.3575,0.9790197,258.3216,2.0485651,30.257298,3025.7297,0.30674464,30,33,33,34,0.9157965,0.69046056,0.58957255,0.74710625,2000
1567606196,car40,37.001923,15.114949,154.0274,0.4022267,212.17813,40.87003,36.82342,3682.342,0.77373314,32,30,31,33,0.59942603,0.62813824,0.07557666,0.36602283,2000
1567606196,car41,48.938206,29.47331,111.84925,0.9924066,259.39252,3.3271103,26.984684,2698.4685,0.593334,32,30,32,33,0.8541118,0.22430766,0.29293168,3.194377,2000
1567606196,car42,41.349285,28.67213,128.00764,0.84974784,247.97983,3.1894612,27.059036,2705.9036,0.18739301,33,31,32,34,0.6294783,0.38917792,0.5386654,0.5724231,2000
1567606196,car43,32.201138,20.643427,151.87943,0.31132087,204.90567,33.778076,34.747665,3474.7666,0.56208426,31,34,32,34,0.23520702,0.0029712915,0.408378,0.6977959,2000
1567606196,car44,57.780613,38.58966,192.37613,0.8878296,251.02637,4.771139,41.13087,4113.087,0.3414387,32,32,31,31,0.7912169,0.93175197,0.3302884,0.87618524,2000
1567606196,car45,26.031273,17.568008,37.293613,0.8500879,248.00703,8.036025,11.136868,1113.6868,0.472903,31,31,31,33,0.32650048,0.37584376,0.45103908,0.38401765,2000
1567606196,car46,48.755306,35.65352,113.49492,0.75904465,240.72357,1.2531334,23.10047,2310.0469,0.05161935,32,34,31,32,0.1474989,0.4282872,0.1443072,0.22617126,2000
1567606196,car47,41.976547,28.089525,119.62369,0.3634743,209.07794,6.07021,24.769001,2476.9001,0.10854769,34,34,32,30,0.48959428,0.70832354,0.595464,0.34199733,2000
1567606196,car48,33.199112,22.887167,123.72409,0.5233563,221.8685,26.876188,29.591335,2959.1335,0.62312204,31,32,30,33,0.5334673,0.13433993,0.3812667,0.58537585,2000
1567606196,car49,40.661324,24.585678,148.36554,0.32506418,206.00513,55.45855,36.984684,3698.4685,0.9400571,32,21,31,32,0.25853032,0.11700553,0.16255015,0.27176845,1000
1567606196,car50,29.941372,16.49538,16.343044,0.45945925,216.75674,30.436838,8.17565,817.56494,0.6309035,33,30,34,32,0.11087263,0.06376183,0.040599167,0.37903565,2000
1567606196,car51,35.29898,19.49472,28.360998,0.7914916,243.31934,12.26218,10.071178,1007.11786,0.5655814,23,34,30,31,0.45769608,0.339895,0.9716349,0.88180083,2000
1567606196,car52,40.46414,22.94392,97.39814,0.6888766,235.11014,4.15344,20.560417,2056.0417,0.13895816,34,34,32,33,0.6910152,0.20389247,0.79004735,0.80848795,2000
1567606196,car53,44.206116,31.016813,32.815434,0.9207087,253.65671,0.8972079,7.178279,717.8279,0.0790959,34,30,31,30,0.23640668,0.9896016,0.9075167,0.93078566,2000
1567606196,car54,33.70334,20.367098,176.38016,0.96823865,257.4591,1.6674559,36.995872,3699.5872,0.22112179,30,32,30,32,0.9920528,0.5650477,0.6368218,0.17598385,2000
1567606196,car55,53.41672,38.251522,148.9353,0.96333134,257.0665,5.750832,35.42503,3542.503,0.7248794,30,32,31,31,0.1256097,0.6752198,0.76046634,0.0029277205,2000
1567606196,car56,28.334908,22.701895,45.06785,0.85550153,248.44012,15.885414,16.47459,1647.459,0.9592714,34,33,33,34,0.6131636,0.75261676,0.8410282,0.212614,2000
1567606196,car57,29.314625,18.008589,43.12333,0.6229236,229.8339,28.034,14.825035,1482.5035,0.79718804,32,34,32,32,0.22609693,0.31679642,0.60994816,0.24110585,2000
1567606196,car58,18.520132,15.513853,134.33945,0.80875224,244.70018,14.467051,32.410885,3241.0884,0.7126689,34,33,32,34,0.7059814,0.49636692,0.5409909,0.71733713,1000
1567606196,car59,42.234886,25.857199,55.443348,0.7820049,242.5604,14.588345,16.145142,1614.5142,0.6501159,33,31,31,33,0.22557694,0.6323767,0.43118435,0.83405256,2000
1567606196,car60,43.174126,29.62141,166.19238,0.9520876,256.167,1.0242951,34.140408,3414.0408,0.11596221,32,31,30,34,0.23053598,0.96910703,0.30710638,0.5181056,2000
1567606196,car61,47.65661,32.602715,157.07065,0.43450588,214.76047,8.23533,32.689075,3268.9075,0.1639213,33,31,30,34,0.09582728,0.06314111,0.87027115,0.81516993,2000
1567606196,car62,43.785645,33.924023,98.0533,0.647156,231.77248,5.4318094,20.882122,2088.2122,0.16347319,30,32,30,33,0.406884,0.7964689,0.02418387,0.23392844,2000
1567606196,car63,43.52206,27.785126,34.437943,0.45191723,216.15338,26.107141,11.044603,1104.4603,0.5344718,32,34,30,30,0.25305766,0.89857817,0.65228844,0.31330293,2000
1567606196,car64,43.214382,37.404427,83.61814,0.49734336,219.78748,44.634365,24.40197,2440.197,0.9872124,30,32,30,32,0.30086946,0.7461051,0.22935116,0.66503084,2000
1567606196,car65,30.192883,18.599926,88.67084,0.85558945,248.44716,0.030668288,17.748577,1774.8577,0.0018527508,30,32,33,30,0.87368083,0.61629635,0.4630856,0.07635242,2000
1567606196,car66,36.127113,26.453568,5.3231,0.9784243,258.27393,4.8941107,6.7240005,672.4,0.7276326,32,33,34,30,0.9518298,0.3505333,0.25699627,0.81622475,2000
1567606196,car67,32.890858,19.144579,157.80487,0.37374797,209.89984,32.506325,36.149483,3614.9482,0.5899497,33,33,32,33,0.44959235,0.2787615,0.03947842,0.9562502,2000
1567606196,car68,40.457573,38.229828,107.132385,0.987329,258.98633,6.003728,29.191416,2919.1416,0.99834645,33,34,33,33,0.2779001,0.04732734,0.8304778,0.8120239,2000
1567606196,car69,27.031979,21.83445,182.95613,0.57441753,225.9534,10.641534,38.710945,3871.0945,0.2725342,31,30,31,30,0.6312409,0.75348234,0.96281046,0.9789301,2000
1567606196,car70,27.662903,25.532074,46.00711,0.67458713,233.96698,3.457064,10.067866,1006.7866,0.11139953,33,34,30,32,0.22862333,0.03473127,0.33478028,0.24638677,2000
1567606196,car71,43.050156,37.100166,195.52151,0.3449833,207.59866,27.835102,42.875923,4287.5923,0.4849208,34,31,34,32,0.026873171,0.47727108,0.19332504,0.90309936,2000
1567606196,car72,51.73188,32.79873,173.86046,0.6767901,234.14322,7.173084,36.580147,3658.0146,0.23246378,30,30,33,33,3.0920124,0.15765488,0.37228477,0.7161835,2000
1567606196,car73,57.258728,37.07775,12.90847,0.56916034,225.53284,36.530037,9.780674,978.0674,0.9255805,34,33,30,31,0.73101187,0.36950696,0.056000292,0.17774928,2000
1567606196,car74,46.323788,39.581963,173.04285,0.46640325,217.31226,3.3360782,35.15268,3515.268,0.06995672,30,31,32,30,0.67423105,0.28794515,0.92167753,0.6754055,2000
1567606196,car75,44.51054,24.549862,64.48356,0.77986085,242.38887,14.258772,17.80146,1780.146,0.63060856,33,32,32,34,0.097526014,0.805262,0.092118025,0.6097597,2000
1567606196,car76,54.14385,36.231144,42.19898,0.6128395,229.02716,11.762875,10.983084,1098.3083,0.32699323,30,30,33,30,0.7247104,0.80234116,0.14518738,0.76223826,2000
1567606196,car77,44.919052,26.549494,51.645245,0.7168047,237.34438,14.17338,14.315136,1431.5135,0.5124954,34,33,32,32,0.55760276,0.19108462,0.7999971,0.0066975355,2000
1567606196,car78,54.011612,39.70867,104.23656,0.68877614,235.10208,13.851004,24.450583,2445.0583,0.4632765,34,32,30,31,0.98161066,0.123135746,0.3311937,0.43151164,2000
1567606196,car79,45.33289,27.683365,172.73982,0.7450545,239.60435,13.3654785,38.641346,3864.1345,0.5262902,32,33,34,32,0.8439841,0.2662409,0.4648856,0.36556596,2000
1567606196,car80,34.776268,27.459925,160.85391,0.75391626,240.3133,5.881739,34.023888,3402.3887,0.23825532,34,33,34,34,2.3009574,2.902983,2.6647887,2.1871698,2000
1567606196,car81,36.71862,24.893173,64.8951,0.5283555,222.26843,28.436934,18.154978,1815.4978,0.66547835,34,33,33,32,0.93931705,0.5991049,0.03242731,0.9860531,2000
1567606196,car82,19.799706,15.499809,118.127396,0.69627464,235.70197,10.636035,26.449045,2644.9045,0.36302894,32,31,34,34,0.21629435,0.5908432,0.4460265,0.73181844,2000
1567606196,car83,22.782516,22.221737,4.6877503,0.9916717,259.33374,5.343411,8.272191,827.2191,0.9430226,33,31,34,30,0.07525784,0.87877584,0.87827134,0.46278918,2000
1567606196,car84,29.056194,20.800896,167.47824,0.92935467,254.34837,3.9164352,36.355423,3635.5422,0.36768425,31,33,31,34,0.6243534,0.4891519,0.6330118,0.85650295,2000
1567606196,car85,45.136047,33.162308,83.02097,0.49193203,219.35455,10.761495,18.43791,1843.791,0.23576272,33,33,31,31,0.754927,0.5072031,3.0172362,0.7195949,2000
1567606196,car86,53.04741,35.917618,18.105566,0.3129118,205.03294,57.944214,11.136547,1113.6547,0.9662674,30,32,33,34,0.613796,0.46043724,0.37553018,0.1655863,2000
1567606196,car87,41.51408,21.352987,85.062614,0.3355094,206.84076,40.47504,22.425365,2242.5366,0.69593483,34,33,30,32,0.62226886,0.60609585,0.06647444,0.81851137,2000
1567606196,car88,30.878288,28.110153,183.98196,0.5448855,223.59085,3.4535925,37.445076,3744.5076,0.08340168,34,34,34,32,0.64098674,0.61122924,0.9021957,0.467287,2000
1567606196,car89,37.72204,19.689922,121.68709,0.835232,246.81856,9.740551,28.504307,2850.4307,0.5357414,32,33,32,32,0.78522015,0.69771886,0.6259848,0.57336724,2000
1567606196,car90,23.676754,15.123376,184.89676,0.30804485,204.64359,12.81984,38.631374,3863.1375,0.21240228,33,34,31,31,0.9948988,0.90526074,3.6096754,0.5216453,2000
1567606196,car91,40.172607,29.369232,94.03236,0.9861494,258.89197,1.9420617,21.279438,2127.9438,0.3179521,34,32,32,30,0.8387203,0.1748988,0.48162967,0.9323608,2000
1567606196,car92,50.370346,32.594315,150.04057,0.7574868,240.59894,15.929887,35.085743,3508.5742,0.6528358,31,31,30,31,0.38016742,0.9367081,0.9279081,0.9102989,2000
1567606196,car93,45.44808,38.898815,57.16951,0.83687747,246.9502,6.713157,14.326653,1432.6653,0.3719241,31,31,31,32,0.6137044,0.056810975,0.24664462,0.95017666,2000
1567606196,car94,34.54844,18.55218,79.80745,0.77449715,241.95978,2.7719858,16.897242,1689.7241,0.120310724,30,30,31,34,0.57380635,0.33311462,0.4983766,0.41958815,2000
1567606196,car95,41.033195,26.538172,21.647608,0.421202,213.69617,51.239143,12.097513,1209.7513,0.99873906,34,32,34,34,0.5923507,0.5686834,0.18676811,0.5440451,2000
1567606196,car96,41.702522,23.343586,195.51237,0.6056726,228.45381,35.820103,46.725746,4672.5747,0.9801324,31,33,32,34,0.016391635,0.5717122,0.39383215,0.05318731,2000
1567606196,car97,44.812805,32.01317,185.84532,0.41014948,212.81195,44.748867,43.838173,4383.8174,0.8574543,32,30,32,34,0.28709817,0.25667202,0.7378815,0.92885894,2000
1567606196,car98,38.796127,29.910473,186.67342,0.3858476,210.86781,44.955597,43.793976,4379.3975,0.83047813,34,30,34,32,0.51529086,0.96412313,0.6499538,0.6776598,2000
1567606196,car99,48.535645,27.829596,139.67317,0.66933167,233.54654,16.994432,32.137012,3213.7012,0.54030406,32,31,33,34,0.54013103,0.4034093,0.42692578,0.28824735,1000
1567606196,car100,21.749563,19.891075,9.86402,0.77595484,242.07639,15.151241,7.113499,711.3499,0.6609447,32,31,34,31,0.9996209,0.8725525,0.48935968,0.6932999,2000
1567606206,car1,39.660446,34.53991,123.317406,0.62706697,246.12367,0.6586535,20.219288,2021.9288,0.034893095,34,32,32,32,0.2627926,0.9269394,0.9208648,0.3866275,2000
1567606206,car2,29.191095,23.424862,13.865173,0.5111636,225.00488,18.777458,8.791359,879.13586,0.46949375,34,34,34,33,2.1123168,2.9472108,2.375459,2.7933464,2000
1567606206,car3,38.23155,26.121952,167.3628,-0.0052855015,205.66762,55.640038,39.90684,3990.684,0.93776846,34,34,34,31,0.442221,0.84119415,0.1596663,0.20103061,2000
1567606206,car4,35.141098,26.742683,121.89708,0.74990314,255.73282,0.2564386,19.890938,1989.0938,0.027671695,33,32,30,33,0.71216387,0.24590057,0.40882427,0.54682165,2000
1567606206,car5,33.607166,21.437056,60.07594,0.6667762,245.70874,18.125257,22.765999,2276.5999,0.93955797,34,31,33,30,0.77377903,0.017746985,0.88251024,0.3630342,1000
1567606206,car6,47.12384,35.03387,49.80291,0.42447972,224.8014,36.083744,20.53542,2053.542,0.89763695,32,30,34,30,0.44215995,0.38847184,0.40873265,0.76875556,2000
1567606206,car7,38.122787,33.23572,186.69734,0.6669505,258.5138,1.6424503,33.416695,3341.6694,0.25322205,33,34,30,31,0.15978503,0.42421913,0.023264408,0.8713639,2000
1567606206,car8,34.678467,19.33722,102.44299,0.32705224,223.85332,37.829075,29.262112,2926.2112,0.9193712,33,33,34,32,0.0060666203,3.82912,0.040964484,0.22394937,2000
1567606206,car9,43.831905,24.778727,40.956604,0.86271054,257.10736,4.51579,14.563208,1456.3208,0.5721521,32,34,30,31,0.78123754,0.09819263,0.57996166,0.6842271,2000
1567606206,car10,42.40583,26.900057,65.37283,0.20346017,207.33252,31.140179,18.019611,1801.9612,0.5399955,30,34,31,32,0.65037215,0.64613396,0.68815124,0.9941214,1000
1567606206,car11,27.548069,16.516165,114.58522,0.11345258,208.41283,53.084934,31.467197,3146.7197,0.938109,30,30,30,34,0.14910966,0.7870169,3.057853,0.7736726,2000
1567606206,car12,39.867073,24.811054,80.30751,0.26205903,213.00212,18.364452,17.793692,1779.3691,0.35317695,30,32,33,31,0.14647627,0.97434324,0.6532744,0.6741282,2000
1567606206,car13,40.287605,34.45648,1.5207648,0.4325055,215.43555,6.3770523,2.0445929,204.45929,0.12866181,32,31,32,33,0.95954514,0.2762164,0.40353858,0.3986178,2000
1567606206,car14,60.73839,35.701332,192.14964,0.16928816,222.16872,34.680428,42.079754,4207.9756,0.8096985,31,33,32,33,0.06368488,0.7055235,0.039354563,0.40567636,2000
1567606206,car15,58.9006,38.808395,188.00461,0.64813507,259.5121,3.9652562,40.196373,4019.6372,0.7225433,31,31,30,30,0.54766643,0.52004474,0.2567138,0.6305175,2000
1567606206,car16,54.252098,38.060555,18.917168,0.4922968,222.94856,9.659397,6.2426167,624.26166,0.22970432,30,30,30,33,0.36959118,0.04776609,0.9427929,0.31632942,2000
1567606206,car17,20.864624,15.171356,195.47119,0.5456758,252.50127,9.608919,42.038506,4203.8506,0.76879144,34,30,31,30,0.5128295,0.1675939,0.6486979,0.8345914,2000
1567606206,car18,41.319393,24.698143,131.8625,0.29722017,220.97006,2.7778919,21.981277,2198.1277,0.06309098,33,32,32,34,0.8583075,0.08486235,0.34935212,0.9744566,2000
1567606206,car19,45.607937,29.352127,199.85602,0.49059972,245.4317,2.3671505,33.670525,3367.0525,0.12096864,31,30,30,31,0.5315772,0.38386613,0.21855867,0.8452848,2000
1567606206,car20,53.116695,30.861275,23.71342,0.39472112,217.18027,24.66275,11.014587,1101.4587,0.5157442,34,32,34,31,0.48922616,0.5050561,0.46397322,0.35162568,2000
1567606206,car21,34.434963,19.679628,193.56213,-0.0043590665,208.29753,44.086876,41.85515,4185.5146,0.7775125,30,34,31,30,0.25452805,3.478807,0.60789376,0.7767118,2000
1567606206,car22,44.355312,27.409334,178.6605,0.530509,246.79993,5.4502654,32.77819,3277.819,0.29946393,34,34,34,30,0.33762097,0.6002096,0.25155938,0.037285924,2000
1567606206,car23,32.665787,19.275066,154.10345,0.4858241,240.51215,9.450089,30.0593,3005.93,0.38590926,30,31,30,32,0.8373704,0.6026921,0.74979806,0.6659696,2000
1567606206,car24,41.825634,29.280045,70.19121,0.32805946,215.23209,0.028486328,11.238606,1123.8606,5.723834E-4,30,34,32,31,0.64250565,0.088113666,0.16676056,0.13210231,2000
1567606206,car25,40.16166,17.47046,153.43054,0.2750637,225.82826,32.925568,36.31654,3631.654,0.840544,32,34,32,31,0.16629797,0.5060671,0.8401318,0.15089315,2000
1567606206,car26,23.664307,19.21129,144.29721,0.60234797,251.23409,12.655346,35.958138,3595.8137,0.91932476,34,33,32,33,0.5653047,0.8074102,0.19925296,0.65480983,2000
1567606206,car27,33.49105,28.579987,132.45174,0.7000604,257.59967,6.899672,34.245167,3424.5166,0.9323466,30,30,30,34,0.32747513,0.19154215,0.6512776,0.93948245,2000
1567606206,car28,38.97438,28.32463,191.22615,0.21471477,225.80696,32.69763,42.27602,4227.602,0.8342714,33,31,31,32,0.15277523,0.7418236,0.24870527,0.5562465,2000
1567606206,car29,53.965714,39.82406,1.5895128,0.6445685,234.17711,14.9116,7.0273075,702.7308,0.4837833,34,31,33,32,0.39063263,0.5200931,0.0018921494,0.04014927,2000
1567606206,car30,36.52835,22.227554,149.74022,0.20018613,216.15088,9.511503,26.684408,2668.441,0.19471186,31,34,30,32,0.40875226,0.14387292,0.51256645,0.84926236,2000
1567606206,car31,44.772003,38.58206,83.84338,0.73086274,251.9719,7.2521596,21.208132,2120.8132,0.55665493,34,31,34,31,0.12864995,0.47612375,0.6307316,0.59009385,2000
1567606206,car32,42.429718,32.46856,85.569954,0.56745327,238.14323,9.67929,18.736864,1873.6864,0.36040413,33,30,30,32,0.3216706,0.74796295,0.02000755,0.9344917,2000
1567606206,car33,28.277744,19.10091,104.66553,0.31607985,219.85062,10.585162,20.02876,3004.3142,0.23444754,31,34,31,34,3.8779879,0.8433949,0.43844628,0.6435373,2000
1567606206,car34,58.376686,32.15444,19.719505,0.290947,210.47559,51.215816,16.305622,1630.5623,0.93931895,30,30,32,31,3.2292104,0.16845149,0.18873012,0.6767931,2000
1567606206,car35,35.463577,31.050854,92.329094,0.6244501,246.05464,16.291536,26.8116,2681.16,0.85992235,30,34,30,31,0.26651764,0.5990201,0.35909575,0.49802697,1000
1567606206,car36,46.71892,37.088932,162.68106,0.40978646,236.78622,18.024792,34.973103,3497.3103,0.63886493,30,32,30,34,0.6644821,0.10419917,0.42022318,0.7727447,2000
1567606206,car37,56.98903,37.34356,139.00575,0.38315067,232.64676,27.310776,34.058964,3405.8965,0.84414345,32,33,31,31,0.36827892,0.7231009,0.9214206,0.38513643,2000
1567606206,car38,43.355186,35.817,9.914387,0.5946855,229.67189,5.8765283,3.9150882,391.50882,0.16634142,32,30,32,30,0.94131064,0.23218018,0.11147869,0.69014776,2000
1567606206,car39,36.78974,26.94403,139.3575,0.7369613,258.3216,2.0485651,26.591637,2659.1636,0.30674464,33,30,31,30,0.9762319,0.06523508,0.35440892,0.5122644,2000
1567606206,car40,41.38351,15.114949,154.0274,0.10763931,212.17813,40.87003,35.47668,3547.668,0.77373314,30,31,33,31,0.73328054,0.27991754,0.6016567,0.5975278,2000
1567606206,car41,49.486797,29.47331,111.84925,0.77652913,259.39252,3.3271103,26.202581,2620.258,0.593334,31,32,34,34,0.47247738,0.53406227,0.9997812,3.1138952,2000
1567606206,car42,41.884705,28.67213,128.00764,0.6332755,247.97983,3.1894612,23.104736,2310.4736,0.18739301,31,32,31,31,0.42479157,0.7668186,0.97073746,0.25676244,2000
1567606206,car43,35.856926,20.643427,151.87943,0.03333953,204.90567,33.778076,32.16991,3216.991,0.56208426,32,33,33,31,0.93468916,0.8786695,0.22421956,0.5525307,2000
1567606206,car44,58.586773,38.58966,192.37613,0.5587826,251.02637,4.771139,35.56034,3556.0342,0.3414387,30,33,30,30,0.17772299,0.026208699,0.91720796,0.7085324,2000
1567606206,car45,26.92397,17.568008,37.293613,0.76099294,248.00703,8.036025,12.587639,1258.7639,0.472903,32,34,34,30,0.75155914,0.07052535,0.4412775,0.51341546,2000
1567606206,car46,49.065422,35.65352,113.49492,0.57424086,240.72357,1.2531334,18.88186,1888.186,0.05161935,34,30,30,33,3.1394918,0.9192462,0.906838,0.00977391,2000
1567606206,car47,42.78172,28.089525,119.62369,0.16532229,209.07794,6.07021,20.659464,2065.9463,0.10854769,32,31,30,34,0.003515482,0.3101582,0.24073291,0.4478501,2000
1567606206,car48,36.123463,22.887167,123.72409,0.28662562,221.8685,26.876188,28.519588,2851.9587,0.62312204,31,31,30,33,0.62982136,0.61265033,0.8394345,0.19689882,2000
1567606206,car49,46.50306,24.585678,148.36554,0.029186696,206.00513,55.45855,36.899323,3689.9321,0.9400571,31,20,30,31,0.13756728,0.99426323,0.2815975,0.09948444,1000
1567606206,car50,33.05046,16.49538,16.343044,0.39405406,216.75674,30.436838,11.447561,1144.7561,0.6309035,31,33,32,31,0.7605425,0.75707674,3.7430053,0.057774127,2000
